"ID","LiveryName","LiveryCSS","Branding","Color","Live","AddedBy","ApprovedBy"
100006867,Scotbus Orkney Express,,,"linear-gradient(60deg,#0000 65%,#fff 65% 70%,#0000 70%),linear-gradient(110deg,#0000 70%,#596 70%),linear-gradient(60deg,#0000 65%,#2B3F 65%),linear-gradient(#06c8f0 80%,#12a 80%)",1,Dexterbuses,Ethan Cowan
100006868,Kent Surrey Sussex Air Ambulance,"",,#00fffb,1,George15275,Ethan Cowan
100006874,Blue Horizon Buses Decker,,,"linear-gradient(122deg, #009BFF 29%, transparent 29.05%),linear-gradient(-60deg, #009BFF 29%, transparent 29.05%)#00009a ",1,Axe,Axe
100006875,SYNW ,"",,#ff0000,1,brandon,Ethan Cowan
100006877,Adam Connect (Dark Blue) ,"",,#04165d,1,AdamRoggerman123,Ethan Cowan
100006879,Regional Halfs 1.5,,,"linear-gradient(120deg, rgb(85, 172, 85) 45%, rgb(202, 203, 209) 45%)",1,Strltz,danielserafimovich
100006880,Dartline Coaches,"",,#ff0000,1,amusedjayden,Ethan Cowan
100007209,Sunshine Line 23,,,"linear-gradient(300deg, #0000 72%, #fe0 20%), linear-gradient(300deg, #004c1e 28%, #0000 28%), linear-gradient(to top, #ebf1fd 15%, #0000 15%), linear-gradient(300deg, #0000 31%, #3f8a4a 31%, #3f8a4a 39%, #0000 39%), #EBF1FD",1,Dexterbuses,Ethan cowan
100006882,Just Eat | Waitrose wrap,,,"linear-gradient(90deg, #FF8000 50%, #C3D600 50%)",1,pn1767etrinh@outlook.com,Ethan Cowan
100006883,RadioPlymouth 106.7FM,"",,#b6d7a8,1,amusedjayden,Ethan Cowan
100006888,Axes National RailReplacement,,,"linear-gradient(0deg, #ff6161ff 19%, transparent 2%),linear-gradient(-69deg, #ff6161ff 33%, transparent 33.05%),linear-gradient(-69deg, #859dffff 44%, transparent 44.05%)#ABABAB",1,Axe,Axe
100006886,Corporate 2025/SCC,,,Red,1,HowellsBuses,Kai
100006887,Axes National,,,"linear-gradient(-52deg, #9edaffff 30%, transparent 30.05%),linear-gradient(-52deg, #ff8080ff 34%, transparent 34.05%),linear-gradient(-52deg, #ffccf8ff 38%, transparent 38.05%)#ABABAB",1,Axe,Ethan Cowan
100006889,BlueFlash,"",,#31bbfa,1,amusedjayden,Ethan Cowan
100007200,Transdev UrbanCool,,,"radial-gradient(circle at 92%, #4262A5 35%, #FFFF02 35%)",1,pn1767etrinh@outlook.com,"9112"
100006891,Angel Network,"",,#669d34,1,Danthebusman,Ethan Cowan
100006893, ,"",,#fbeda7,1,MetroApologises,Ethan Cowan
100006895,the blue one,,,"linear-gradient(300deg, #FFFFFF 72%, #ADD8E6 20% , #ADD8E6 60%)",1,"9112",Ethan Cowan
100006896,Xplore Edinburgh,,,"linear-gradient(0deg, #00109f 35%, #0047a5 35% 40%, #0047a5 45% 100%)",1,Lothiankid,Ethan Cowan
100006897,Nexus Buses Staffordshire,"",,#0042a9,1,SebLikesTransport,Ethan Cowan
100007199,Transdev MyBus,,,"radial-gradient(circle at 92%, #F13D52 35%, #FCDC4D 35%)",1,pn1767etrinh@outlook.com,"9112"
100007198,Plan Bee,"",,#e8eb3d,1,LG10,Ethan cowan
100006899,DM Motor Services back up,"",,#ff0000,1,binmanhenry ,Ethan Cowan
100006903,RSTAR 63,"",,#00d8ef,1,Crimykimi,Kai
100006906,Fourteen Fifteen ,,,#551606,1,AlexE60626,Ethan Cowan
100006908,connexions,"",,#000000,1,billy5419,Kai
100007191,ECR Coach Hire,,,"linear-gradient(270deg, #000000 10%, #ffffff 0% 30%, #587 0% 40%, #6E6942 0% 50%, #0005, #242424 0% 75%, #ffffff 0% 77.5%, #000000 0%)",1,"70812","9112"
100006915,McThomsons NorthScot Park&Ride,,,"linear-gradient(120deg,#fe0000 45%,#0000 35%),linear-gradient(#ffff 53%,#ffff 53% 73%,#033d63 73% 80%,#033d63 80%)",1,Dexterbuses,Ethan Cowan
100006917,Tesco Shoppers Bus,,,"linear-gradient(#0000 82%, #1D1878 82%), linear-gradient(110deg,#0000 70%,#CF2526 70% 75%,#1D1878 75%), linear-gradient(#FFFFFF 75%, #CF2526 75% 83%, #1D1878 83%)",1,oofberry,Ethan Cowan
100006918,your Cardiff buses,,,"linear-gradient(135deg,#EA7623 40%,#F75C1A 40%)",1,oofberry,Axe
100006920,GoBus Western Fusilier Trial {Discontinued},,,"linear-gradient(0deg, #570000ff 23%, transparent 23.05%),linear-gradient(-77deg, #570000ff 25%, transparent 25.05%),linear-gradient(-77deg, #003399ff 39%, transparent 39.05%),linear-gradient(0deg, #003399ff 33%, transparent 33.05%)#969696",1,Axe,Axe
100006921,RSTAR 23,"",,#0061fe,1,Crimykimi,Ethan Cowan
100006923,GoBus Solent,,,"linear-gradient(#01449a 16%, #18e 16% 32% ,#ffff 32% 50%,#82dd40 40%)",1,ShaneyBoy,Axe
100006924,Yorkshire Terrier ,"",,#e0dd12,1,AlexE60626,Ethan Cowan
100007201,Harrogate Electric 36,,,"linear-gradient(130deg,#000 20%,#e30712 20% 40%,#000 60%)",1,CroyConnect,
100006926,RSTAR Luxury ,"",,#fecb3e,1,Crimykimi,Ethan cowan
100006928,Barr Travel,"",,#0042a9,1,SebLikesTransport,Ethan cowan
100007202,Lancashire United,,,"radial-gradient(circle at 92%, #0268EE 35%, #E9E689 35%)",1,pn1767etrinh@outlook.com,Explorer
100006930,The solar system ,"",,#0f0026,1,Crimykimi,Ethan cowan
100007177,"36 Electric",,,"linear-gradient(135deg, #EF3237 35%, #000000 35%)",1,pn1767etrinh@outlook.com,Ethan cowan
100006932,RSTAR 94,"",,#4b0037,1,Crimykimi,Ethan cowan
100006934,RSTAR Open Topper,"",,#000000,1,Crimykimi,Ethan cowan
100006937,RSTAR Open Topper,"",,#fe39ff,1,Crimykimi,Kai
100006938,Weardale,"",,#c8def3,1,optaresolo,Ethan Cowan
100006941,Swindon District,,,"linear-gradient(135deg, #3B0840 50%, #D1A6D6 50% 55%, #75147D 70%)",1,ShaneyBoy,Ethan cowan
100006942,Express 50,"",,#707070,1,Crimykimi,Ethan cowan
100007203,Transdev Go (old),"",,#000000,1,pn1767etrinh@outlook.com,ShaneyBoy
100006944,RSTAR 12,"",,#5c5c5c,1,Crimykimi,Ethan cowan
100007184,Aberdeen University,"",,#59a1a6,1,olliepepper12,Ethan cowan
100006946,Express 28,"",,#5c5c5c,1,Crimykimi,Ethan cowan
100006948,Forty-Seven,"",,#11053b,1,Crimykimi,Ethan Cowan
100006950,CroyConnect new ,,,"linear-gradient(307deg, #000066 35%, #0066ff 35% 40%, #0000e6 40% 45%, #00004e 45% 100%)",1,CroyConnect,Ethan Cowan
100006951,CroyLocals,,,"linear-gradient(307deg, #000066 35%, #0066ff 35% 40%, #0066ff 40% 45%, #00004e 45% 100%), linear-gradient(270deg, #267F00 50% 50%)",1,CroyConnect,Ethan Cowan
100006952,your Newport buses,,,"linear-gradient(135deg,#669D34 40%,#008734 40%)",1,oofberry,ShaneyBoy
100006954,RSTAR 37/38,"",,#bf6600,1,Crimykimi,Kai
100006959,GoBus Western Fusilier,,,"linear-gradient(0deg, #570000ff 19%, transparent 1%),linear-gradient(-77deg, #570000ff 25%, transparent 25.05%),linear-gradient(-77deg, #003399ff 35%, transparent 35.05%),linear-gradient(0deg, #003399ff 31%, transparent 31.05%)#969696ff",1,Axe,Axe
100006956,RSTAR Spare,"",,#450d59,1,Crimykimi,Kai
100006960,Frontlink Midlands,,,"linear-gradient(307deg, #168ec9 35%, #10097B 35% 40%, #10097B 40% 45%, #00AAFF 45% 100%)",1,MCV_LK18AGO,Ethan Cowan
100006962,Dover college,"",,#3eb7c2,1,Connor729,Ethan Cowan
100006964,East Midlands Pride,,,"linear-gradient(-45deg, #01a0fe 60%, transparent 60.05%),linear-gradient(-45deg, #0327c9 65%, transparent 65.05%),linear-gradient(90deg, #4844c8 10%, transparent 10.05%), linear-gradient(90deg, #177feb 20%, transparent 20.05%),linear-gradient(90deg, #02fd55 30%, transparent 30.05%),linear-gradient(90deg, #fbce00 40%, transparent 40.05%),linear-gradient(90deg, #ff8003 50%, transparent 50.05%),linear-gradient(90deg, #fe0f00 60%, transparent 60.05%)",1,Ethan Cowan,Ethan Cowan
100006965,Dublin Coach CityScape,"",,#ffe100,1,"2975",Kai
100006967,Dublin Coach,"",,#4f3515,1,"2975",Kai
100006969,the one,,,"radial-gradient(64% 100% at 5% 25%,#b00d15 44%,#0000 0%),radial-gradient(64% 100% at 45% 10%,#f7bd1c 47%,#0000 0%),radial-gradient(64% 100% at 30%,#ee7e23 35%,#ee1d23 0%)",1,,Ethan Cowan
100006970,Skyrocket,"",,#b51a00,1,SebLikesTransport,Ethan Cowan
100006972,GoBus West Scotland,,,"linear-gradient(-59deg, #2aba9f 24%, transparent 34%),linear-gradient(-55deg, #f00f37 41%, transparent 4%),linear-gradient(0deg, #ffffffff 100%, transparent 100.05%)",1,Explorer,Ethan cowan
100006973,Gobus Glasgow,,,"linear-gradient(-59deg, #4b4b4b 24%, transparent 34%),linear-gradient(-55deg, #c55114 41%, transparent 4%),linear-gradient(0deg, #ffffffff 100%, transparent 100.05%)",1,Explorer,Axe
100006974,MN Travel,"",,#009ebf,1,zakky,Axe
100007205,Invicta - The Buses of Kent,,,"linear-gradient(305deg, #7F0000 32%, #CE1126 32%, #CE1126 82%, #FFFF 20%)",1,SOSOwner,Explorer
100006976,SET 40,,,"linear-gradient(120deg, #009900 20%, #001c80 20% 100%)",1,volvob7tlenthusiast,Ethan cowan
100006977,Greener Travel,"",,#669d34,1,maxhamilton513,ShaneyBoy
100006979,Frontlink Journey mark,,,"linear-gradient(0deg, #00ff55 10%, transparent 10.05%),linear-gradient(0deg, #00aaff 20%, transparent 20.05%),linear-gradient(90deg, #ffff 50%, transparent 50.05%),linear-gradient(0deg, #00aaff 10%, transparent 10.05%), linear-gradient(0deg, #00ff55 20%, transparent 20.05%), linear-gradient(0deg, #0f0a7a 30%, transparent 30.05%), linear-gradient(0deg, #136f1c 40%, transparent 40.05%), linear-gradient(0deg, #00aaff 50%, transparent 50.05%), linear-gradient(0deg, #00ff55 60%, transparent 60.05%), linear-gradient(0deg, #0f0a7a 70%, transparent 70.05%), linear-gradient(0deg, #136f1c 80%, transparent 80.05%), linear-gradient(0deg, #00aaff 90%, transparent 90.05%), #00ff55",1,Ethan Cowan,Ethan Cowan
100006980,Gordon Highlander,"",,#ffc800,1,JackBrownSTN,Ethan cowan
100006982,NCT 35 Old,"",,#306b00,1,arriva123456,Ethan cowan
100007181,Eastern Scottish Corporate,,,"linear-gradient(0deg, #7eff7e 17%, #fafafa 3% 1%, #fafafa 10% 48%, #fafafa 45% 100%)",1,Lothiankid,Explorer
100006988,Billy Bus Co,"",,#0084ff,1,AdamRoggerman123,Ethan cowan
100006990,Swift Connect Dark,,,"linear-gradient(-1deg, rgb(23, 151, 198) 32%, transparent 32.05%), linear-gradient(176deg, rgb(11, 25, 34) 56%, transparent 56.05%), linear-gradient(-13deg, rgb(11, 25, 34) 62%, transparent 62.05%)",1,EJ,Kai
100006991,Diamond bus ,"",,#000000,1,Lbourne0986,Ethan Cowan
100006985,Pear Travel Trial,,,#fff,1,nubbyfrfr,Kai
100007018,Scotland Coaches ,,,"#0000ff; -image: linear-gradient(-66deg, #ffffffff 49%, transparent 49.05%)",1,Ayrshire Bus spotter ,Ethan Cowan
100007207,Regional Park & Ride,,,"linear-gradient(rgba(0, 0, 0, 0) 72%, rgb(85, 172, 85) 20%),linear-gradient(110deg, rgba(0, 0, 0, 0) 65%, rgb(85, 172, 85) 52%), linear-gradient(90deg, rgb(61, 61, 61) 22%, rgb(61, 61, 61) 22%)",1,Strltz,Ethan cowan
100006999,Travel with RSTAR,"",,#6d004a,1,Crimykimi,Kai
100007003,Coronation Street Bricks,"",,#ca4300,1,JMz98,Kai
100007022,Pear Travel Corporate,,,"linear-gradient(135deg, rgb(0, 34, 0) 0%, rgb(0, 34, 0) 66%, rgb(0, 134, 0) 66%, rgb(0, 134, 0) 100%)",1,nubbyfrfr,ShaneyBoy
100007007,"Stagecoach, we've got you","",,#0a243e,1,Nathxn05,Kai
100007176,Aurora Electric,,,"radial-gradient(circle at top left, #1e90ff 60%, #00ff00 50%)",1,SweepingFlame68,Explorer
100007009,Galactic Travel Electric,,,"linear-gradient(237deg, #FFE7EE 0% 30%, #39FF14 0% 39%, #000000 5% 100%)",1,Astrid,Kai
100007010,Southeastern Transport ,"",,#000000,1,SouthEasternTransport,Kai
100007012,RSTAR 52,"",,#012f7b,1,Crimykimi,Kai
100007014,School Transit,"",,#d0d600,1,Crimykimi,Ethan Cowan
100007016,Crosstown Buses,,,"linear-gradient(600deg, #0000 72%, #FF0000 20%), purple linear-gradient(900deg, #0000 72%, #FF0000 20%)",1,Redline,ShaneyBoy
100007021,Scotland Coaches ,,,"linear-gradient(70deg, #0000ffff 30%, transparent 7.05%),linear-gradient(-70deg, #0000ffff 29%, transparent 29.05%), #fff",1,Ayrshire Bus spotter ,ShaneyBoy
100007020,The Lancashire Bus Company Red & Yellow,,,"linear-gradient(123deg, #E5C768 50%, #7F0000 50% 60%, #CF3D32 60%)",1,ShaneyBoy,ShaneyBoy
100007023,Pear Travel Standard,,,"repeating-linear-gradient(135deg, rgb(155, 244, 111) 0%, rgb(155, 244, 111) 33%, rgb(117, 199, 78) 33%, rgb(117, 199, 78) 66%, rgb(50, 122, 15) 66%, rgb(50, 122, 15) 100%)",1,nubbyfrfr,ShaneyBoy
100007024,CFT Coach Hire,"",,#ffffff,1,OisinM548,ShaneyBoy
100007208,Midlands Metro,,,"linear-gradient(307deg, #005ab6 35%, #0ea8e6 35% 40%, #0ea8e6 40% 45%, #0ea8e6 45% 100%)",1,MCV_LK18AGO,Ethan cowan
100007027,GoBus -- Recruiting Women ,,,"linear-gradient(135deg, #FF69B4 50%, #FFD1DC 50% 55%, #C71585 70%)",1,Axe,Axe
100007028,GoBus Poppy Appeal,,,"linear-gradient(135deg, #ff1a1a 50%, #ffff 50% 55%, #ff1a15 70%)",1,Axe,Axe
100007029,GoBus corporate Driver Training,,,"linear-gradient(-60deg, #990000ff 38%, transparent 38.05%),linear-gradient(-60deg, #001f52ff 50%, transparent 50.05%),linear-gradient(-60deg, #ff7b00ff 54%, transparent 9.05%)#b0b0b0",1,Axe,Axe
100007032,Skipcoach,,,"linear-gradient(180deg, #0033e1ff 20%, transparent 20.05%), linear-gradient(-73deg, #0033ffff 26%, transparent 26.05%),linear-gradient(-73deg, #0082adff 36%, transparent 36.05%),linear-gradient(115deg, #0033e1ff 11%, transparent 11.05%),linear-gradient(49deg, #0033e1ff 13%, transparent 13.05%)#ffff",1,Axe,Axe
100007031,SkipCoach,"",,#1d2b90,1,Curved,Kai
100007035,GoBus Yorkshire East Coast- Sunliner,,,"linear-gradient(135deg, #FFFFFF 0% 60%, #FFA500 0% 70%, #87CEEB 82%)",1,Astrid,Brooklynbull321
100007034,RSTAR X23,"",,#791a3d,1,Crimykimi,Kai
100007036,ECR Suicide Prevention 💚,,,"linear-gradient(270deg, #000000 10%, #1FA830 0% 30%, #967740 0% 40%, #0C8716 0% 75%, #000 0% 80%, #A21818 0%)",1,"70812",Ethan Cowan
100007037,Work-link,"",,#669d34,1,Crimykimi,Kai
100007039,Spaceliner ,"",,#11053b,1,Crimykimi,Kai
100007058,Gold Front Stellar,,,"linear-gradient(270deg, #000000 10%, #ffffff 0% 30%, #5e0808 0% 40%, #a6884e 0% 50%, #0005, #242424 0% 75%, #ffffff 0% 77.5%, #a37c46 0%)",1,"70812",Ethan Cowan
100007042,A1 ,,," linear-gradient(-180deg, #0037ffff 43%, transparent 43.05%),linear-gradient(0deg, #001effff 33%, transparent 33.05%), #fff",1,Ayrshire Bus spotter ,Kai
100007057,ECR BusWay,,,"linear-gradient(270deg, #000000 10%, #ffffff 0% 30%, #ff8c00 0% 40%, #0005, #242424 0% 75%, #ffffff 0% 77.5%, #a37c46 0%)",1,"70812",ShaneyBoy
100007045,X66,"",,#00a6a6,1,zakky,Kai
100007047,Adam Saver 66 ,"",,#01bffe,1,AdamRoggerman123,Kai
100007049,diamond,"",,#8a97ff,1,tobydomph,Ethan Cowan
100007162,Dundee Fleet Support,,,"linear-gradient(298deg, #c50100 35%, #d1c0 35% 40%, #ffe200 10% 48%, #d1c0 45% 100%), #fff",1,Lothiankid,Ethan Cowan
100007161,EMH Heritage ,,,"linear-gradient(0deg, #ffe200 35%, #0a0100 35% 40%, #0a0100 10% 68%, #ffe200 45% 100%)",1,Lothiankid,Kai
100007054,Cumbrian Coast,,,"radial-gradient(ellipse at 23% 140%, #7dc229 31%, transparent 31%), radial-gradient(circle at 51% 42%, #F3F1E5 49%, transparent 0%), linear-gradient(109deg, #F3F1E5 1%, #F3F1E5 46%, transparent 10%), linear-gradient(3deg, #7dc229 20%, #0000 20%), radial-gradient(circle at 45% 24%, #3c9d10 60%, transparent 10%), linear-gradient(to top, #7dc229 20%, #7dc229 20%)",1,Owen,ShaneyBoy
100007055,Cumbrian Coast X6,,,"radial-gradient(ellipse at 23% 140%, #7dc229 31%, transparent 31%), radial-gradient(circle at 51% 42%, #F3F1E5 49%, transparent 0%), linear-gradient(109deg, #F3F1E5 1%, #F3F1E5 46%, transparent 10%), linear-gradient(3deg, #7dc229 20%, #0000 20%), radial-gradient(circle at 45% 24%, #0887d4 60%, transparent 10%), linear-gradient(to top, #7dc229 20%, #7dc229 20%)",1,Owen,ShaneyBoy
100007056,Shetland,,,"linear-gradient(300deg, #0000 72%, #173 20%) ,linear-gradient(300deg, #12a 28%, #0000 28%), linear-gradient(to top, #8f5 15%, #0000 15%), linear-gradient(300deg, #0000 31%, #2B3F8A 31%, #2B3F8A 39%, #0000 39%), linear-gradient(to top, #8f5 60%,  #8f5)",1,Dexterbuses,ShaneyBoy
100007059,White Front Stellar,,,"linear-gradient(270deg, #000000 10%, #ffffff 0% 30%, #5e0808 0% 40%, #a6884e 0% 50%, #0005, #242424 0% 75%, #5e0808 0% 77.5%, #fff 0%)",1,"70812",ShaneyBoy
100007060,Cumbrian Coast 42,,,"radial-gradient(ellipse at 23% 140%, #7dc229 31%, transparent 31%), radial-gradient(circle at 51% 42%, #F3F1E5 49%, transparent 0%), linear-gradient(109deg, #F3F1E5 1%, #F3F1E5 46%, transparent 10%), linear-gradient(3deg, #7dc229 20%, #0000 20%), radial-gradient(circle at 45% 24%, #ffb416 60%, transparent 10%), linear-gradient(to top, #7dc229 20%, #7dc229 20%)",1,Owen,ShaneyBoy
100007062,Go Fast Cherry,,,"linear-gradient(306deg, #800039 10%, #800039 10% 20%, #800039 20% 30%, #FFFF 30% 40%, #cccccc 40% 50%, #cccccc 50% 60%, #cccccc 60% 100%)",1,tissue23567895,Ethan cowan
100007063,BuzzS Plain Grey,"",,#c8c8c8,1,melkmanneke,Ethan cowan
100007065,BuzzS Plain Blue,"",,#000285,1,melkmanneke,ShaneyBoy
100007190,ECR Long Distance Nexus,,,"linear-gradient(270deg, #000000 10%, #ffffff 0% 30%, #78afd6 0% 40%, #6E6942 0% 50%, #0005, #242424 0% 75%, #ffffff 0% 77.5%, #000000 0%)",1,"70812",Ethan Cowan
100007067,SB Red,"",,#ff0000,1,seta,ShaneyBoy
100007069,BuzzS Heritage ,,,"linear-gradient(0deg, #c8c8c8 20%, transparent 15.05%),linear-gradient(0deg, #0f377d 57%, transparent 5%),linear-gradient(0deg, #c8c8c8 69%, transparent 69.05%),linear-gradient(0deg, #0f377d 100%, transparent 100.05%)",1,Explorer,Explorer
100007070,GoBus Solent School Services,,,"linear-gradient(#87CEEB 16%, #1E90FF 16% 32%, #FFFFFF 32% 50%, #006F7A 50%)",1,ShaneyBoy,ShaneyBoy
100007074,Driver Academy,,,"linear-gradient(130deg, #FFDC44 35%, #062A63 35%)",1,pn1767etrinh@outlook.com,Explorer
100007072,Harrogate Hare,"",,#e22400,1,SebLikesTransport,ShaneyBoy
100007076,Pink Front Stellar,,,"linear-gradient(270deg, #000000 10%, #ffffff 0% 30%, #5e0808 0% 40%, #6E6942 0% 50%,  #242424 0% 75%, #ffffff 0% 77.5%, #CE0AB8 0%)",1,"70812",Explorer
100007077,Teal Front Stellar,,,"linear-gradient(270deg, #000000 10%, #ffffff 0% 30%, #5e0808 0% 40%, #6E6942 0% 50%,  #242424 0% 75%, #ffffff 0% 77.5%, #36C7AB 0%)",1,"70812",Explorer
100007078,Sky Blue Front Stellar,,,"linear-gradient(270deg, #000000 10%, #ffffff 0% 30%, #5e0808 0% 40%, #6E6942 0% 50%,  #242424 0% 75%, #ffffff 0% 77.5%, #89dbe0 0%)",1,"70812",Explorer
100007079,Light Pink Front Stellar,,,"linear-gradient(270deg, #000000 10%, #ffffff 0% 30%, #5e0808 0% 40%, #6E6942 0% 50%,  #242424 0% 75%, #ffffff 0% 77.5%, #e089b0 0%)",1,"70812",Explorer
100007080,GoBus Swindon Decker 3,,,"linear-gradient(137deg, #91C11F 19%, transparent 19.05%),linear-gradient(0deg, #015CA8  28%, transparent 28.05%) #909090",1,Axe,Axe
100007081,GoBus Yorkshire East Coast Electrics,,,"linear-gradient(135deg, #c0c0c0 0% 60%, #FFF000 0% 70%, #00FF00 82%)",1,Astrid,Kai
100007082,Stagecoach Yorkshire Electro,,,"linear-gradient(90deg,#007cab 55%,#18c1d6 55% 65%,#007cab 65% 80%,#18c1d6 80% 90%,#007cab 90%)",1,barry,Kai
100007083,Connextions Busses ,,,"linear-gradient(#fff 50%,#15601e 50%)",1,barry,Kai
100007187,Baby Blue Front Stellar,,,"linear-gradient(270deg, #000000 10%, #ffffff 0% 30%, #5e0808 0% 40%, #6E6942 0% 50%, #0005, #242424 0% 75%, #ffffff 0% 77.5%, #71D1FF 0%)",1,"70812",Explorer
100007086,Magenta Front Stellar,,,"linear-gradient(270deg, #000000 10%, #ffffff 0% 30%, #5e0808 0% 40%, #6E6942 0% 50%,  #242424 0% 75%, #ffffff 0% 77.5%, #900C3F 0%)",1,"70812",Explorer
100007087,Olive Front Stellar,,,"linear-gradient(270deg, #000000 10%, #ffffff 0% 30%, #5e0808 0% 40%, #6E6942 0% 50%,  #242424 0% 75%, #ffffff 0% 77.5%, #556B2F 0%)",1,"70812",Explorer
100007088,GoBus West Scotland Driver Training ,,,"linear-gradient(-59deg, #2aba9f 24%, transparent 34%),linear-gradient(-55deg, #f00f37 41%, transparent 4%),linear-gradient(0deg, #ffff00ff 100%, transparent 100.05%)",1,Explorer,Explorer
100007089,Light Purple Front Stellar,,,"linear-gradient(270deg, #000000 10%, #ffffff 0% 30%, #5e0808 0% 40%, #6E6942 0% 50%,  #242424 0% 75%, #ffffff 0% 77.5%, #9DA3DF 0%)",1,"70812",ShaneyBoy
100007090,Brighter Diamond Driver Training,,,"linear-gradient(90deg, #FFFC44 40%, #0042B5 40%)",1,pn1767etrinh@outlook.com,ShaneyBoy
100007091,Go North East 2019 (Blue Front),,,"linear-gradient(270deg, #0000 90%, #005DA3 90%), linear-gradient(110deg, #ED1B23 60%, #FFCF31 60%, #FFCF31 67.5%, #FFFFFF 67.5%, #FFFFFF 75%, #005DA3 75%)",1,ShaneyBoy,ShaneyBoy
100007097,RSTAR 66,"",,#004e6b,1,Crimykimi,ShaneyBoy
100007095,Redroute Buses,,,"conic-gradient(from 90deg at 50% 30%,#dc241f 90deg,#0000 90deg),radial-gradient(80% 140% at 50% 100%,#dc241f 50%,#fff 50%)",1,SweepingFlame68,ShaneyBoy
100007096,WoodBus,,,"linear-gradient(307deg, #9f7432 35%, #3fae39 35% 45%, #2cd524 45% 100%)",1,ThatNerdCharlie,ShaneyBoy
100007099,RSTAR 14,"",,#fffe61,1,Crimykimi,ShaneyBoy
100007185,Aberdeen Thistle line 3/3A/3B,,,"linear-gradient(300deg, #0000 72%, #690dd1 20%), linear-gradient(300deg, #004c1e 28%, #0000 28%), linear-gradient(to top, #ebf1fd 15%, #0000 15%), linear-gradient(300deg, #0000 31%, #3f8a4a 31%, #3f8a4a 39%, #0000 39%), #EBF1FD",1,Dexterbuses,Explorer
100007101,RSTAR 95,"",,#000000,1,Crimykimi,ShaneyBoy
100007182,Eastern Scottish Urban (RBLX),,,"linear-gradient(298deg, #0bff0d 35%, #fafafa 35% 40%, #7eff7e 10% 48%, #fafafa 45% 100%)",1,Lothiankid,Explorer
100007103,Filey Town Service,"",,#c2c2c2,1,SebLikesTransport,ShaneyBoy
100007188,ECR X The Roll Shop- Fancy A Roll n Bacon?,,,"Linear-gradient(90deg, transparent 0% 10%, #ab1313 0% 15%, transparent 0%),Linear-gradient(270deg, #fff 0% 10%, transparent 0%), Linear-gradient(180deg, #fff 0% 5%, transparent 0%), Linear-gradient(90deg, #fff 0% 20%, transparent 0%), Linear-gradient(0deg, #fff 0% 5%, transparent 0%),Linear-gradient(0deg, #e1a6ed 0% 50%, #e1a6ed 0%)",1,"70812",Explorer
100007105,Cadet Standard,"",,#009451,1,SaintKagura,ShaneyBoy
100007108,airport parking bristol,"",,#707070,1,Taskingpeper,Ethan Cowan
100007189,Bingolympia,,,"Linear-gradient(0deg, #56689F 0% 20%, #BA5F17 0% 30%, #A9B8E3 0% 50%, #DFEFFA 0%)",1,"70812",Brooklynbull321
100007110,Fife First,"",,#dd0e0e,1,Freeekyfleeeet,Kai
100007117,Dandons Buses Driver Trainer,"",,#0092a8,1,Stobby,Kai
100007114,Connect South West,,,"linear-gradient(300deg, #233463 28%, #0000 28%), linear-gradient(to top, #cceeef 15%, #0000 15%), linear-gradient(300deg, #0000 31%, #cceeef 31%, #cceeef 39%, #0000 39%), linear-gradient(to top, #cceeef 60%, #0000 60%), linear-gradient(300deg, #0000 80%, #233463 20%), #cceeef",1,Dexterbuses,Explorer
100007175,Red Rose,,,"linear-gradient(#0000 78.8%,#bd0000 78.8%),conic-gradient(at 50% 69%,#0000 270deg,#bd0000 270deg),radial-gradient(at 20% -40%,#bd0000 55%,#0000 55%) 80% 100%/50% 100% no-repeat,radial-gradient(at 55% -40%,#fffd38 60%,#0000 60%) 100%/80% 100% no-repeat,linear-gradient(270deg,#bd0000 36%,#fffd38 36%)",1,higuys,"9112"
100007119,Dandons Buses Generic,,,"linear-gradient(300deg, rgba(255,82,82,1) 15%, rgba(255,253,208,1) 50%, rgba(255,253,208,1) 100%)",1,Stobby,Kai
100007120,GoBus West Scotland,,,"linear-gradient(340deg, #0000 72%, #aef 20%) ,linear-gradient(320deg, #FF000000 70%, #fe0000 20%) ,linear-gradient(-59deg, #2aba9f 24%, transparent 34%),linear-gradient(-55deg, #f00f37 41%, transparent 4%),linear-gradient(0deg, #ffffffff 100%, transparent 100.05%)",1,Explorer,Explorer
100007121,Cumbrian Coast X7,,,"radial-gradient(ellipse at 23% 140%, #7dc229 31%, transparent 31%), radial-gradient(circle at 51% 42%, #F3F1E5 49%, transparent 0%), linear-gradient(109deg, #F3F1E5 1%, #F3F1E5 46%, transparent 10%), linear-gradient(3deg, #7dc229 20%, #0000 20%), radial-gradient(circle at 45% 24%, #b41616 60%, transparent 10%), linear-gradient(to top, #7dc229 20%, #7dc229 20%)",1,Owen,Kai
100007122,GoBus West Scotland Red Front,,,"linear-gradient(340deg, #0000 72%, #aa2a9f99 20%) ,linear-gradient(320deg, #FF000000 70%, #fe0000 20%) ,linear-gradient(-59deg, #2aba9f 24%, transparent 34%),linear-gradient(-55deg, #f00f37 41%, transparent 4%),linear-gradient(0deg, #ffffffff 100%, transparent 100.05%)",1,Explorer,Brooklynbull321
